latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-7.2464,112.6909,326.1,2,1.4,2011-10-15,0317,Terra,MODIS,51,6.2,303.3,18.2,D,0
-6.1311,106.8812,325.8,1,1,2011-10-15,0317,Terra,MODIS,60,6.2,306,6,D,0
-6.9672,107.6185,325.2,1,1,2011-10-15,0317,Terra,MODIS,42,6.2,305,7.5,D,2
-6.955,107.7871,322.9,1,1,2011-10-15,0317,Terra,MODIS,21,6.2,306.9,7.2,D,0
-7.3134,113.2165,314.8,1,1,2011-10-15,0609,Aqua,MODIS,62,6.2,302.9,9.8,D,3
-7.3147,113.2073,312.8,1,1,2011-10-15,0609,Aqua,MODIS,56,6.2,302.5,8.2,D,3
-8.4144,113.6214,324,1,1,2011-10-15,0609,Aqua,MODIS,72,6.2,300,11.3,D,0
-7.1987,111.185,328.2,1,1,2011-10-15,0609,Aqua,MODIS,39,6.2,307.4,12,D,0
-8.0398,114.2217,330.6,1.1,1,2011-10-15,0609,Aqua,MODIS,75,6.2,306.1,20.2,D,0
-7.1257,106.5011,319,2,1.4,2011-10-15,0610,Aqua,MODIS,47,6.2,300.9,18.8,D,0
-6.8637,108.4405,316.4,1.4,1.2,2011-10-15,0610,Aqua,MODIS,45,6.2,300.3,14.8,D,0
-6.7198,105.8289,316.5,2.2,1.4,2011-10-15,0610,Aqua,MODIS,54,6.2,300.1,15.9,D,0
-7.1233,106.5195,320.4,2,1.4,2011-10-15,0610,Aqua,MODIS,65,6.2,300.8,24.3,D,0
-7.1083,111.9643,302.4,2.6,1.6,2011-10-15,1534,Terra,MODIS,49,6.2,291.6,14.1,N,2
-8.0081,113.6912,318.9,2.4,1.5,2011-10-16,0222,Terra,MODIS,62,6.2,297.4,41.3,D,0
-8.0134,113.6953,319.6,2.4,1.5,2011-10-16,0222,Terra,MODIS,24,6.2,297.5,39.1,D,0
-6.617,107.8199,329.6,2.2,1.4,2011-10-16,0653,Aqua,MODIS,79,6.2,301.5,49.3,D,0
-7.1069,111.9685,306.5,2.3,1.5,2011-10-16,1439,Terra,MODIS,68,6.2,292.9,17.2,N,2
-8.0499,112.9295,309.7,2,1.4,2011-10-16,1439,Terra,MODIS,78,6.2,284.9,31.5,N,0
-7.1093,111.9622,304.8,2.3,1.5,2011-10-16,1439,Terra,MODIS,62,6.2,293,12.7,N,2
-8.0534,112.9354,304.5,2,1.4,2011-10-16,1439,Terra,MODIS,57,6.2,285.4,20.4,N,0
-8.0498,112.931,303.9,1.6,1.2,2011-10-16,1740,Aqua,MODIS,57,6.2,282.6,16.3,N,0
-7.1049,111.9818,301,2,1.4,2011-10-16,1740,Aqua,MODIS,36,6.2,287.3,9.8,N,2
-7.0078,110.3602,324.3,1,1,2011-10-17,0304,Terra,MODIS,40,6.2,304.3,5.5,D,0
-7.2201,110.4271,322.3,1,1,2011-10-17,0305,Terra,MODIS,45,6.2,303.6,9.2,D,0
-6.8667,108.4344,312.7,2.4,1.5,2011-10-17,0557,Aqua,MODIS,37,6.2,294.3,27.7,D,0
-7.1028,111.9722,306.5,1.5,1.2,2011-10-17,1522,Terra,MODIS,68,6.2,293.3,9.8,N,2
-7.1013,111.9753,307.2,1.7,1.3,2011-10-17,1822,Aqua,MODIS,71,6.2,293.4,14.2,N,2
-6.9775,106.3328,312.8,2.5,1.5,2011-10-18,0347,Terra,MODIS,61,6.2,294,19.2,D,0
-6.9804,106.3543,315.6,2.5,1.5,2011-10-18,0347,Terra,MODIS,66,6.2,294.4,27.7,D,0
-6.6303,105.8359,319.5,1.1,1,2011-10-18,0640,Aqua,MODIS,52,6.2,295.6,6.5,D,0
-7.757,114.2577,301.7,2.7,1.6,2011-10-18,1427,Terra,MODIS,43,6.2,285,17.3,N,0
-7.7231,112.5772,323.8,1,1,2011-10-19,0252,Terra,MODIS,59,6.2,296.8,16.4,D,1
-8.1178,112.6893,322.5,1,1,2011-10-19,0252,Terra,MODIS,70,6.2,298.9,11.4,D,0
-7.5455,112.311,324,1,1,2011-10-19,0252,Terra,MODIS,54,6.2,301.6,8.4,D,0
-7.4636,112.6258,329.8,1,1,2011-10-19,0252,Terra,MODIS,75,6.2,300.8,14.8,D,0
-8.3291,112.9373,322.9,1,1,2011-10-19,0253,Terra,MODIS,57,6.2,302.2,11.5,D,0
-8.3389,112.9386,319.6,1,1,2011-10-19,0253,Terra,MODIS,47,6.2,300,10,D,0
-7.9873,114.2072,320.3,1.6,1.2,2011-10-19,0545,Aqua,MODIS,73,6.2,295.5,25.5,D,0
-7.9893,114.1919,317.5,1.6,1.2,2011-10-19,0545,Aqua,MODIS,50,6.2,296.1,18.8,D,0
-7.7481,112.5774,325.9,1.2,1.1,2011-10-19,1810,Aqua,MODIS,100,6.2,282.2,34.8,N,0
-7.7579,112.5764,304.6,1.2,1.1,2011-10-19,1810,Aqua,MODIS,61,6.2,280.1,12.1,N,0
-7.7566,112.5668,301.4,1.2,1.1,2011-10-19,1810,Aqua,MODIS,40,6.2,280.6,9.5,N,0
-7.7468,112.5678,315.4,1.2,1.1,2011-10-19,1810,Aqua,MODIS,91,6.2,282.2,21.1,N,0
-7.3115,113.2187,313.4,1.2,1.1,2011-10-21,0240,Terra,MODIS,58,6.2,300.2,11.7,D,3
-7.1075,111.9674,308,1.1,1,2011-10-21,1458,Terra,MODIS,73,6.2,285,8.8,N,2
-7.452,112.6541,311.2,1,1,2011-10-21,1458,Terra,MODIS,74,6.2,287.7,9.4,N,0
-7.4507,112.6635,309.9,1,1,2011-10-21,1458,Terra,MODIS,68,6.2,287.2,8.2,N,0
-7.0551,107.089,312.9,1.1,1,2011-10-22,0323,Terra,MODIS,45,6.2,294.6,7.2,D,0
-7.2726,112.6926,339.1,1.1,1,2011-10-22,0615,Aqua,MODIS,87,6.2,302.5,26.3,D,0
-7.9776,111.3449,332.1,1,1,2011-10-22,0615,Aqua,MODIS,51,6.2,301.6,18.7,D,0
-7.9763,111.354,334.3,1,1,2011-10-22,0615,Aqua,MODIS,66,6.2,300.4,21.8,D,0
-7.102,111.9721,303.6,1.5,1.2,2011-10-23,1746,Aqua,MODIS,56,6.2,288.4,8.5,N,2
-7.051,107.7498,325.5,1,1,2011-10-24,0311,Terra,MODIS,57,6.2,302.9,10.1,D,2
-7.8549,112.279,322,1.4,1.2,2011-10-24,0311,Terra,MODIS,47,6.2,299.5,19.3,D,0
-6.8664,107.4991,317.9,1,1,2011-10-24,0311,Terra,MODIS,39,6.2,296.3,5.4,D,0
-7.0496,107.7407,322.7,1,1,2011-10-24,0311,Terra,MODIS,35,6.2,303.1,8.3,D,0
-6.9747,107.6083,326.8,1,1,2011-10-24,0311,Terra,MODIS,62,6.2,303.1,10.1,D,0
-8.0608,114.3551,327.5,1,1,2011-10-24,0603,Aqua,MODIS,60,6.2,302.6,14.1,D,0
-7.3964,112.7515,322.4,1,1,2011-10-24,0603,Aqua,MODIS,20,6.2,303.1,5.6,D,0
-6.5343,106.3265,314,2.6,1.6,2011-10-24,0604,Aqua,MODIS,57,6.2,294.5,24.3,D,0
-7.453,112.6891,305,2.2,1.4,2011-10-24,1528,Terra,MODIS,62,6.2,290.9,13.6,N,0
-6.0064,106.0029,302.9,1,1,2011-10-24,1828,Aqua,MODIS,46,6.2,284.1,5,N,0
-8.2209,112.1782,326,1.1,1.1,2011-10-28,0246,Terra,MODIS,68,6.2,301.3,9.9,D,0
-7.6829,113.2533,310.7,1,1,2011-10-28,0246,Terra,MODIS,42,6.2,298.6,6.1,D,3
-7.2261,113.9494,317.3,1,1,2011-10-28,0246,Terra,MODIS,60,6.2,301.1,9.6,D,3
-8.2773,112.6112,332.6,1.1,1,2011-10-28,0246,Terra,MODIS,82,6.2,305.3,16.7,D,0
-7.1339,113.8884,316.2,1,1,2011-10-28,0246,Terra,MODIS,52,6.2,300.4,8.1,D,3
-7.1325,113.8793,320.4,1,1,2011-10-28,0246,Terra,MODIS,48,6.2,302.8,11,D,3
-7.7316,114.2509,323.2,1,1,2011-10-28,0246,Terra,MODIS,66,6.2,299.1,7.9,D,0
-8.0299,114.2106,328.8,1,1,2011-10-28,0246,Terra,MODIS,52,6.2,305.6,15,D,0
-7.7329,114.2599,324.1,1,1,2011-10-28,0246,Terra,MODIS,73,6.2,300.7,8.3,D,0
-6.9751,107.6132,322.8,1.4,1.2,2011-10-29,0329,Terra,MODIS,34,6.2,297.8,15.6,D,2
-7.5751,107.7422,315.9,1.4,1.2,2011-10-29,0329,Terra,MODIS,64,6.2,296.8,11.6,D,0
-6.3577,107.2786,324.6,1.1,1,2011-10-29,0622,Aqua,MODIS,40,6.2,300.5,10.4,D,0
-7.2223,113.7811,310.4,3.8,1.8,2011-10-30,0526,Aqua,MODIS,38,6.2,292,43.6,D,3
-6.8701,107.4983,319.2,1,1,2011-10-31,0317,Terra,MODIS,49,6.2,298.2,6.8,D,0
-6.9609,107.803,322.6,1,1,2011-10-31,0317,Terra,MODIS,32,6.2,303,8.2,D,2
-6.1384,106.2904,320.7,1,1,2011-10-31,0317,Terra,MODIS,63,6.2,298.5,9.2,D,0
-6.9704,107.6162,326.6,1,1,2011-10-31,0317,Terra,MODIS,68,6.2,302.5,9.4,D,0
-6.0803,106.7036,323.8,1,1,2011-10-31,0317,Terra,MODIS,33,6.2,297.9,8.2,D,0
-6.2946,107.0907,322.3,1,1,2011-10-31,0317,Terra,MODIS,53,6.2,297.7,10.9,D,0
-7.0552,107.7552,319.1,1,1,2011-10-31,0317,Terra,MODIS,15,6.2,301.5,6.6,D,2
-6.9596,107.7939,323.7,1,1,2011-10-31,0317,Terra,MODIS,38,6.2,304.3,9.4,D,2
-7.6802,113.2566,310.9,1,1,2011-10-31,0609,Aqua,MODIS,44,6.2,299.1,6.1,D,3
-7.4927,111.2812,316.6,1,1,2011-10-31,0609,Aqua,MODIS,34,6.2,296.4,7.2,D,0
-6.0852,106.6971,319.9,1.8,1.3,2011-10-31,0610,Aqua,MODIS,32,6.2,295.8,15.9,D,0
-7.7389,114.2348,319.2,1,1,2011-11-04,0252,Terra,MODIS,46,6.2,291.9,8.2,D,0
-7.5635,112.6136,321.3,1,1,2011-11-11,0258,Terra,MODIS,70,6.2,301.5,10.2,D,0
-7.2221,110.4267,316.8,1,1,2011-11-11,0258,Terra,MODIS,61,6.2,296.6,8,D,0
-7.1042,111.9702,303.1,1.2,1.1,2011-11-11,1516,Terra,MODIS,38,6.2,292,5.2,N,2
-7.2185,113.7558,311.3,2.7,1.6,2011-11-12,0634,Aqua,MODIS,32,6.2,297.4,28.1,D,3
-5.8144,106.2773,312.5,1,1,2011-11-12,0634,Aqua,MODIS,55,6.2,299.7,7,D,3
-5.8132,106.2863,311.8,1,1,2011-11-12,0634,Aqua,MODIS,51,6.2,298.8,6.4,D,3
-6.8679,107.496,315.2,1.4,1.2,2011-11-14,0329,Terra,MODIS,30,6.2,296.2,6.7,D,0
-6.9604,107.806,316.8,1.4,1.2,2011-11-14,0329,Terra,MODIS,52,6.2,294.2,13.5,D,2
-6.9586,107.7933,317.6,1.4,1.2,2011-11-14,0329,Terra,MODIS,55,6.2,294.6,13.8,D,2
-7.1114,111.9705,315.7,2,1.4,2011-11-15,0234,Terra,MODIS,37,6.2,292.9,15.8,D,2
-7.2192,113.7657,313.8,2.4,1.5,2011-11-16,0317,Terra,MODIS,59,6.2,299.1,27.6,D,3
-7.764,113.6573,319.5,1,1,2011-11-16,0609,Aqua,MODIS,56,6.2,299.4,6,D,0
-6.9791,107.6041,315.8,1.6,1.3,2011-11-16,0610,Aqua,MODIS,16,6.2,291.9,11.5,D,0
-6.0428,105.9375,319.3,1.6,1.2,2011-11-18,0304,Terra,MODIS,0,6.2,295.2,17.1,D,0
-8.234,113.0554,316.4,1.3,1.1,2011-11-18,0305,Terra,MODIS,67,6.2,297,12.1,D,0
-8.2324,113.0438,317.8,1.3,1.1,2011-11-18,0305,Terra,MODIS,65,6.2,297.2,14.6,D,0
-7.1059,111.9721,302.8,1.7,1.3,2011-11-18,1822,Aqua,MODIS,52,6.2,284.1,10.5,N,2
-8.2323,113.0471,327.2,1,1,2011-11-20,0252,Terra,MODIS,77,6.2,305.5,17.1,D,0
-7.5591,112.6094,320,1,1,2011-11-20,0252,Terra,MODIS,51,6.2,299.2,8.2,D,0
-6.3829,108.3951,319.6,1,1,2011-11-21,0628,Aqua,MODIS,57,6.2,295.2,5.7,D,0
-7.1056,111.9684,304.8,1,1,2011-11-22,1758,Aqua,MODIS,62,6.2,289.6,6.2,N,2
-7.0907,113.9882,312.6,3.2,1.7,2011-11-23,0322,Terra,MODIS,0,6.2,289.7,35.9,D,0
-6.9551,107.7887,320.9,1.1,1.1,2011-11-23,0323,Terra,MODIS,54,6.2,296.6,13.4,D,0
-7.1121,111.9713,319.6,1,1,2011-11-23,0616,Aqua,MODIS,60,6.2,296.2,8.4,D,2
-7.7583,114.2308,320,1.7,1.3,2011-11-24,0228,Terra,MODIS,52,6.2,297.7,13.2,D,0
-7.7931,112.0153,319.7,1.4,1.2,2011-11-25,0311,Terra,MODIS,56,6.2,300.7,10.7,D,0
-7.1037,111.9781,301.7,2,1.4,2011-11-25,1528,Terra,MODIS,36,6.2,291.7,7.4,N,2
-6.008,105.9978,310.5,1,1,2011-11-25,1529,Terra,MODIS,57,6.2,291,9.7,N,0
-6.0049,105.9995,302,1,1,2011-11-25,1828,Aqua,MODIS,46,6.2,290.3,3.4,N,0
-7.1047,111.9768,303.8,2.3,1.5,2011-11-25,1829,Aqua,MODIS,57,6.2,293.1,13.9,N,2
-6.0388,105.9388,313.7,2.9,1.6,2011-11-26,0353,Terra,MODIS,0,6.2,292.8,27.2,D,0
-7.5617,112.609,323,1,1,2011-11-27,0258,Terra,MODIS,67,6.2,301.6,10.3,D,0
-7.1088,111.9653,319,1,1,2011-11-27,0258,Terra,MODIS,59,6.2,298.9,7.1,D,2
-7.1101,111.9743,319.8,1,1,2011-11-27,0258,Terra,MODIS,62,6.2,298.7,8,D,2
-7.5631,112.6183,321.7,1,1,2011-11-27,0258,Terra,MODIS,47,6.2,301.9,8.3,D,0
-7.4562,110.9551,319.5,1,1,2011-11-27,0258,Terra,MODIS,66,6.2,299.7,6.3,D,0
-7.0452,107.7361,316.7,1,1,2011-12-02,0317,Terra,MODIS,42,6.2,297.8,5.6,D,0
-6.3777,108.3988,315.4,1,1,2011-12-02,0317,Terra,MODIS,48,6.2,293.1,6.3,D,0
-7.0465,107.7452,318.6,1,1,2011-12-02,0317,Terra,MODIS,56,6.2,298.1,7.2,D,2
-6.8636,107.5008,313.5,1,1,2011-12-02,0317,Terra,MODIS,25,6.2,290,6.3,D,0
-7.0091,107.7413,315.5,1,1,2011-12-02,0317,Terra,MODIS,67,6.2,298,5.3,D,0
-7.107,111.9658,319.3,1,1,2011-12-02,0610,Aqua,MODIS,65,6.2,300.1,6.7,D,2
-6.4486,107.4551,318.7,1.2,1.1,2011-12-04,0305,Terra,MODIS,50,6.2,298.1,8.9,D,0
-7.1031,111.9709,304.6,1.5,1.2,2011-12-04,1522,Terra,MODIS,61,6.2,290.7,8.4,N,0
-7.1071,111.9777,303.1,1.7,1.3,2011-12-04,1822,Aqua,MODIS,53,6.2,286.9,10.3,N,2
-7.1043,111.9726,306.4,1.7,1.3,2011-12-04,1822,Aqua,MODIS,68,6.2,286.9,13.9,N,2
-7.0479,107.7437,316.3,1.8,1.3,2011-12-07,0335,Terra,MODIS,64,6.2,298.8,15.8,D,2
-6.9745,107.61,319.1,1.8,1.3,2011-12-07,0335,Terra,MODIS,33,6.2,298.2,15.4,D,2
-7.0539,107.7486,316.1,1.8,1.3,2011-12-07,0335,Terra,MODIS,32,6.2,298.4,13.2,D,2
-6.0851,106.7116,322.3,1.5,1.2,2011-12-07,0335,Terra,MODIS,0,6.2,298.9,13.9,D,0
-6.0826,106.7104,319.4,1,1,2011-12-07,0628,Aqua,MODIS,24,6.2,298.7,5,D,0
-6.1337,106.287,318.3,1,1,2011-12-07,0628,Aqua,MODIS,35,6.2,299.8,7.2,D,0
-6.0839,106.7014,321.3,1,1,2011-12-07,0628,Aqua,MODIS,58,6.2,299.5,7,D,0
-7.1051,111.9696,307.8,1,1,2011-12-08,1758,Aqua,MODIS,73,6.2,292.4,6.5,N,2
-7.3726,106.7395,313.2,1.1,1,2011-12-09,0323,Terra,MODIS,57,6.2,297.9,6.4,D,0
-6.9756,107.6088,321.4,1.3,1.1,2011-12-09,0616,Aqua,MODIS,37,6.2,299.7,11.5,D,0
-7.0475,107.7452,316.9,1,1,2011-12-11,0311,Terra,MODIS,49,6.2,296.7,7.8,D,2
-6.768,111.9619,315.4,1.1,1,2011-12-11,0603,Aqua,MODIS,0,6.2,298.4,6.2,D,0
-7.1066,111.9642,315.1,1.1,1,2011-12-11,0603,Aqua,MODIS,60,6.2,294.3,6.6,D,2
-6.3783,108.3979,303.8,1.2,1.1,2011-12-11,1529,Terra,MODIS,57,6.2,278.2,7.6,N,0
-8.1764,113.7129,313.4,3.2,1.7,2011-12-12,0216,Terra,MODIS,43,6.2,289.7,29,D,0
-6.9329,110.303,311.5,1,1,2011-12-13,0259,Terra,MODIS,49,6.2,293.6,5.7,D,3
-8.1997,113.035,316.3,1.1,1,2011-12-13,0259,Terra,MODIS,42,6.2,297.3,8.9,D,0
-7.4542,110.9565,317.7,1,1,2011-12-13,0259,Terra,MODIS,66,6.2,296.4,6.6,D,0
-7.1048,111.9722,303.3,1.3,1.1,2011-12-13,1816,Aqua,MODIS,48,6.2,283.2,8.3,N,2
-7.8123,112.0276,317.2,1.2,1.1,2011-12-15,0247,Terra,MODIS,16,6.2,293.9,6.9,D,0
-7.5628,112.6148,314.4,2,1.4,2011-12-18,0317,Terra,MODIS,66,6.2,291.9,18.5,D,0
-7.1124,111.9678,318.6,1,1,2011-12-18,0609,Aqua,MODIS,69,6.2,296.3,7.6,D,2
-7.4554,110.9552,312,1,1,2011-12-20,0305,Terra,MODIS,60,6.2,290.2,5,D,0
-6.0089,105.9991,311.2,1.1,1,2011-12-21,0640,Aqua,MODIS,40,6.2,277.9,5.3,D,0
-6.9711,107.6162,313.3,1.8,1.3,2011-12-23,0336,Terra,MODIS,44,6.2,288.5,12.8,D,2
-7.1123,111.9695,315.4,1.5,1.2,2011-12-24,0240,Terra,MODIS,53,6.2,292.6,10.9,D,2
-8.235,113.0527,319.6,1.2,1.1,2011-12-24,0241,Terra,MODIS,62,6.2,297.6,13.4,D,0
-8.3301,112.94,318,1.2,1.1,2011-12-24,0241,Terra,MODIS,54,6.2,296.4,11.3,D,0
-7.1023,111.9725,305.7,1,1,2011-12-24,1758,Aqua,MODIS,65,6.2,287.2,6.2,N,2
-7.1068,111.9721,313.4,1.3,1.1,2011-12-27,0311,Terra,MODIS,64,6.2,290.4,9.9,D,2
-7.5624,112.6143,315.2,1.5,1.2,2011-12-27,0311,Terra,MODIS,67,6.2,293.3,14.2,D,0
-6.0894,106.7102,318.1,2,1.4,2011-12-30,0342,Terra,MODIS,35,6.2,296,17.9,D,0
-6.0802,106.705,318.3,2,1.4,2011-12-30,0342,Terra,MODIS,35,6.2,294.7,19.6,D,0
-6.3785,108.398,317.1,1.2,1.1,2011-12-30,0634,Aqua,MODIS,41,6.2,295.9,7.3,D,0
-7.1093,111.9749,301.4,1.2,1.1,2012-01-02,1752,Aqua,MODIS,41,6.2,286,4,N,2
-7.1084,111.972,309.9,1.7,1.3,2012-01-03,0317,Terra,MODIS,57,6.2,287.7,11.9,D,2
-6.9688,110.2649,316,1,1,2012-01-05,0305,Terra,MODIS,62,6.2,296.6,6,D,0
-6.1378,106.7819,310.5,1,1,2012-01-10,0323,Terra,MODIS,23,6.2,280.1,6.5,D,0
-6.3158,107.0825,318.4,1.3,1.1,2012-01-17,0329,Terra,MODIS,39,6.2,297,10.8,D,0
-7.0528,107.753,309.6,1.4,1.2,2012-01-17,0329,Terra,MODIS,41,6.2,291.6,5.6,D,2
-7.0088,107.7461,310.9,1.4,1.2,2012-01-17,0329,Terra,MODIS,34,6.2,292.7,7.6,D,0
-6.9659,107.8083,312.4,1,1,2012-01-19,0317,Terra,MODIS,24,6.2,289.1,5.3,D,0
-6.4195,107.411,310.8,1,1,2012-01-19,0317,Terra,MODIS,58,6.2,286.9,5.2,D,0
-7.0499,107.7531,315.5,1,1,2012-01-19,0317,Terra,MODIS,49,6.2,293.4,7.4,D,2
-7.0472,107.7349,312.4,1,1,2012-01-19,0317,Terra,MODIS,38,6.2,291.6,5.7,D,2
-7.0486,107.744,316.8,1,1,2012-01-19,0317,Terra,MODIS,67,6.2,292.4,9.1,D,2
-6.8653,107.4989,316.9,1,1,2012-01-19,0317,Terra,MODIS,69,6.2,291.3,7.9,D,0
-7.6943,110.8243,315.6,1,1,2012-01-26,0616,Aqua,MODIS,37,6.2,295.7,4.8,D,0
-8.11,112.9305,310.9,1.6,1.3,2012-01-30,1817,Aqua,MODIS,81,6.2,278.8,26,N,1
-8.1159,112.9305,305.1,1.6,1.2,2012-02-05,1740,Aqua,MODIS,63,6.2,268.3,19.7,N,1
-8.1148,112.9241,306.9,1.6,1.2,2012-02-05,1740,Aqua,MODIS,47,6.2,268.5,20.8,N,1
-7.2243,110.425,315.8,1,1,2012-02-06,0305,Terra,MODIS,68,6.2,292.6,8.5,D,0
-8.1085,112.922,314.1,1.3,1.1,2012-02-06,0305,Terra,MODIS,48,6.2,290.1,15.3,D,1
-8.1145,112.9444,301.1,2.1,1.4,2012-02-06,1823,Aqua,MODIS,29,6.2,279.7,23.4,N,0
-7.0491,107.7411,311,3.2,1.7,2012-02-07,0348,Terra,MODIS,56,6.2,293.8,28.1,D,2
-7.05,107.7635,310.5,3.2,1.7,2012-02-07,0348,Terra,MODIS,65,6.2,294.2,29.8,D,0
-6.9652,107.8104,310.4,3.2,1.7,2012-02-07,0348,Terra,MODIS,27,6.2,293.2,26.9,D,0
-7.565,112.6208,317.7,1,1,2012-02-08,0252,Terra,MODIS,36,6.2,300.6,7.4,D,0
-7.3909,112.7508,317.1,1,1,2012-02-08,0252,Terra,MODIS,43,6.2,296.8,5.3,D,0
-7.3923,112.7598,320,1,1,2012-02-08,0252,Terra,MODIS,66,6.2,299.3,8.2,D,0
-7.6214,112.8151,314.6,1,1,2012-02-08,0253,Terra,MODIS,61,6.2,298.8,5.7,D,0
-7.8081,112.026,321.1,1,1,2012-02-08,0253,Terra,MODIS,47,6.2,300.2,7.8,D,0
-8.2357,113.0467,319.3,1,1,2012-02-08,0253,Terra,MODIS,66,6.2,301,10.7,D,0
-7.5887,112.7187,317.5,1,1,2012-02-08,0253,Terra,MODIS,36,6.2,298.2,6.9,D,0
-8.1106,112.9321,302.3,1.1,1,2012-02-08,1510,Terra,MODIS,48,6.2,277.3,8.6,N,1
-8.1122,112.9215,322.2,1.1,1,2012-02-08,1510,Terra,MODIS,100,6.2,276.5,26.5,N,1
-8.1142,112.928,322.3,1.7,1.3,2012-02-09,0628,Aqua,MODIS,0,6.2,291,30.4,D,1
-8.1091,112.9231,328.2,1,1,2012-02-10,1458,Terra,MODIS,100,6.2,278.9,30.6,N,1
-8.1182,112.9238,315.8,1,1,2012-02-10,1458,Terra,MODIS,92,6.2,284.2,17.2,N,1
-8.1262,112.9333,305.3,1,1,2012-02-10,1458,Terra,MODIS,64,6.2,284.7,8.9,N,2
-7.0109,107.7477,311.9,1.1,1.1,2012-02-11,0323,Terra,MODIS,61,6.2,296.9,6.5,D,0
-7.0506,107.7527,319.1,1.1,1.1,2012-02-11,0323,Terra,MODIS,60,6.2,299.9,11.5,D,2
-7.419,108.6466,317,1.1,1.1,2012-02-11,0616,Aqua,MODIS,51,6.2,300.7,7.3,D,0
-7.4603,110.9512,320.2,1,1,2012-02-11,0616,Aqua,MODIS,65,6.2,299.1,8.3,D,0
-6.9757,107.6102,319.3,1,1,2012-02-13,0311,Terra,MODIS,16,6.2,298.4,7.3,D,2
-6.9788,106.8344,312.9,1.1,1,2012-02-13,0311,Terra,MODIS,61,6.2,297.4,5.5,D,0
-6.3622,107.2711,314.7,1.1,1,2012-02-13,0311,Terra,MODIS,51,6.2,297.8,6.1,D,0
-7.0518,107.7485,320.3,1,1,2012-02-13,0311,Terra,MODIS,64,6.2,298.6,10.5,D,2
-6.3558,107.2785,316.4,1.1,1,2012-02-13,0311,Terra,MODIS,42,6.2,298.1,6.3,D,0
-6.9564,107.7875,319.6,1,1,2012-02-13,0311,Terra,MODIS,63,6.2,301.1,10.4,D,0
-6.342,107.1383,319.3,1.1,1,2012-02-13,0311,Terra,MODIS,60,6.2,299.5,8,D,0
-6.9578,107.7966,316.3,1,1,2012-02-13,0311,Terra,MODIS,44,6.2,299.8,7.6,D,0
-6.8672,107.5009,317.5,1,1,2012-02-13,0311,Terra,MODIS,46,6.2,297.9,7.4,D,0
-7.5599,112.6108,314.4,1.5,1.2,2012-02-13,0311,Terra,MODIS,63,6.2,296.1,11.7,D,0
-6.9711,110.2664,317.2,1.1,1,2012-02-13,0311,Terra,MODIS,27,6.2,297.8,7.7,D,0
-6.1395,106.2908,316.8,1.2,1.1,2012-02-13,0311,Terra,MODIS,60,6.2,299.2,8.5,D,0
-8.1203,112.9349,314.6,1.6,1.3,2012-02-13,0311,Terra,MODIS,59,6.2,290.9,21.1,D,2
-8.1114,112.9274,324.8,1,1,2012-02-13,0604,Aqua,MODIS,52,6.2,293.3,18.4,D,1
-7.226,110.4292,314.8,1.3,1.1,2012-02-13,0604,Aqua,MODIS,61,6.2,296.9,8.7,D,0
-7.1578,110.4133,316.1,1.3,1.1,2012-02-13,0604,Aqua,MODIS,42,6.2,298,10.3,D,0
-8.1082,112.9212,300.8,2.1,1.4,2012-02-14,1734,Aqua,MODIS,34,6.2,277.6,19.9,N,1
-8.1249,112.9445,310.1,2.1,1.4,2012-02-14,1734,Aqua,MODIS,79,6.2,280.4,35.4,N,0
-7.5626,112.6142,321.3,1,1,2012-02-15,0259,Terra,MODIS,73,6.2,302.3,11.3,D,0
-8.1217,112.9242,311.6,1.1,1,2012-02-15,0259,Terra,MODIS,0,6.2,294.1,8.3,D,2
-7.5612,112.6049,316.5,1,1,2012-02-15,0259,Terra,MODIS,45,6.2,299.8,6.7,D,0
-7.6199,112.8162,316.4,1,1,2012-02-15,0259,Terra,MODIS,61,6.2,298.8,6.8,D,0
-8.1151,112.9306,335,1.1,1,2012-02-15,0259,Terra,MODIS,74,6.2,295.8,33.4,D,1
-8.1193,112.9261,321.4,1.5,1.2,2012-02-15,0551,Aqua,MODIS,41,6.2,294.3,27.1,D,1
-7.1153,111.9637,316.2,1.7,1.3,2012-02-15,0552,Aqua,MODIS,68,6.2,295.7,16.8,D,0
-7.1075,111.9636,304.4,1.2,1.1,2012-02-15,1516,Terra,MODIS,60,6.2,288.8,5.8,N,0
-7.1059,111.9745,302.8,1.2,1.1,2012-02-15,1516,Terra,MODIS,51,6.2,288.7,4.5,N,2
-8.1126,112.9371,302.2,1.6,1.3,2012-02-15,1817,Aqua,MODIS,47,6.2,278,16.3,N,2
-8.1108,112.9278,335.1,1.1,1,2012-02-17,0247,Terra,MODIS,87,6.2,293,35,D,1
-7.1072,111.9677,304.5,1,1,2012-02-17,1504,Terra,MODIS,60,6.2,285.3,5.5,N,2
-8.1162,112.9249,323.3,1.2,1.1,2012-02-19,1452,Terra,MODIS,100,6.2,274.6,30.9,N,1
-6.9709,107.6117,315.4,1,1,2012-02-20,0317,Terra,MODIS,54,6.2,286,6.5,D,2
-7.1113,111.9724,301.5,2.2,1.4,2012-02-21,1440,Terra,MODIS,42,6.2,288.9,9.9,N,2
-8.1146,112.9237,313.7,1.6,1.2,2012-02-21,1740,Aqua,MODIS,88,6.2,278.9,31.5,N,1
