latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-6.8662,107.5042,312.2,1.8,1.3,2010-01-02,0336,Terra,MODIS,46,6.2,290.6,11.2,D,0
-6.3639,107.2703,319.5,1,1,2010-01-02,0631,Aqua,MODIS,38,6.2,297,8.2,D,0
-6.4456,107.4507,316,1.1,1,2010-01-04,0323,Terra,MODIS,60,6.2,296.7,8,D,0
-7.0489,107.747,317.1,1.1,1.1,2010-01-04,0324,Terra,MODIS,71,6.2,294.5,10.5,D,2
-6.9641,107.7967,314.1,1.2,1.1,2010-01-04,0324,Terra,MODIS,10,6.2,294,6.2,D,0
-6.9306,107.6969,318.4,1.1,1.1,2010-01-04,0324,Terra,MODIS,53,6.2,295.2,8.4,D,0
-7.0474,107.7367,314.1,1.1,1.1,2010-01-04,0324,Terra,MODIS,40,6.2,293.6,7.6,D,2
-7.006,107.7489,314.5,1.1,1.1,2010-01-04,0324,Terra,MODIS,68,6.2,295.9,7.6,D,2
-7.0503,107.7573,314,1.1,1.1,2010-01-04,0324,Terra,MODIS,30,6.2,295.4,7.1,D,2
-6.0905,106.6977,323.3,1.4,1.2,2010-01-04,0619,Aqua,MODIS,66,6.2,298,18.9,D,0
-8.2351,113.0429,311.5,1,1,2010-01-06,0606,Aqua,MODIS,35,6.2,278.9,8.3,D,0
-6.1353,107.025,305.2,1,1,2010-01-15,1523,Terra,MODIS,64,6.2,287.3,5.6,N,0
-6.9678,107.6139,322,1,1,2010-01-18,0631,Aqua,MODIS,29,6.2,299.8,7.6,D,0
-7.0511,107.7426,320,1,1,2010-01-18,0631,Aqua,MODIS,54,6.2,298.3,9.3,D,2
-7.1081,111.9686,323.3,1,1,2010-01-20,0619,Aqua,MODIS,76,6.2,296.4,13.3,D,2
-8.111,112.929,300.7,1.3,1.1,2010-01-21,1749,Aqua,MODIS,32,6.2,272.7,10.6,N,1
-7.0497,107.7467,307.7,1,1,2010-01-22,0311,Terra,MODIS,47,6.2,280.3,4.7,D,2
-7.1047,111.97,314.6,1,1,2010-01-24,0259,Terra,MODIS,64,6.2,288.5,8.5,D,2
-7.7927,112.0147,318.3,1,1,2010-01-24,0259,Terra,MODIS,31,6.2,296.3,8.1,D,0
-6.1366,107.026,303.1,1.1,1.1,2010-01-24,1517,Terra,MODIS,53,6.2,284.4,4.6,N,0
-7.7325,109.0028,314.8,1.9,1.3,2010-01-26,0247,Terra,MODIS,0,6.2,293.9,16.5,D,0
-6.3524,107.2866,317.4,1.3,1.1,2010-01-27,0329,Terra,MODIS,48,6.2,296.2,8.9,D,0
-6.1329,107.03,315.1,1.2,1.1,2010-01-27,0329,Terra,MODIS,63,6.2,295.2,8,D,0
-6.4212,107.4077,314.9,1.3,1.1,2010-01-27,0329,Terra,MODIS,45,6.2,296.6,7.8,D,0
-7.046,107.7347,313.7,1.4,1.2,2010-01-27,0330,Terra,MODIS,35,6.2,294.3,9.8,D,2
-7.0477,107.7473,316.8,1.4,1.2,2010-01-27,0330,Terra,MODIS,70,6.2,295.4,14,D,2
-6.9636,107.8035,314.6,1.4,1.2,2010-01-27,0330,Terra,MODIS,47,6.2,294.7,10.4,D,0
-7.0093,107.7457,311.8,1.4,1.2,2010-01-27,0330,Terra,MODIS,64,6.2,293,9.7,D,2
-7.1088,111.9676,318.9,1.2,1.1,2010-01-27,0625,Aqua,MODIS,66,6.2,297.2,9.6,D,2
-7.5891,112.7039,311.6,4.6,2,2010-01-28,0529,Aqua,MODIS,30,6.2,288.6,50.9,D,0
-7.5895,112.7007,310.9,4.6,2,2010-01-28,0529,Aqua,MODIS,19,6.2,288.7,46.1,D,0
-7.5845,112.7342,309.4,1.2,1.1,2010-01-28,1452,Terra,MODIS,77,6.2,271,14.2,N,0
-6.9739,107.6096,320.3,1,1,2010-01-29,0317,Terra,MODIS,70,6.2,294,9.5,D,2
-7.1125,111.9721,316.7,1,1,2010-01-29,0612,Aqua,MODIS,64,6.2,297.9,5.2,D,2
-7.0555,107.7502,314.9,1.6,1.2,2010-01-29,0613,Aqua,MODIS,56,6.2,291.9,15.3,D,2
-7.565,112.6223,316,1,1,2010-02-02,0253,Terra,MODIS,47,6.2,297.1,6.6,D,0
-8.1161,112.925,326.1,1,1,2010-02-02,0253,Terra,MODIS,70,6.2,290.2,21.7,D,1
-7.5636,112.6133,315.3,1,1,2010-02-02,0253,Terra,MODIS,54,6.2,295.8,6.4,D,0
-7.4152,112.7304,321.5,1,1,2010-02-02,0253,Terra,MODIS,30,6.2,298.2,7.7,D,0
-7.038,107.5944,313.6,1.1,1.1,2010-02-05,0323,Terra,MODIS,33,6.2,297,6.5,D,0
-7.05,107.7485,317.2,1.1,1.1,2010-02-05,0323,Terra,MODIS,24,6.2,296.5,9.2,D,2
-7.0517,107.7515,315,1,1,2010-02-07,0311,Terra,MODIS,46,6.2,293.9,6.4,D,2
-7.0503,107.7424,314.8,1,1,2010-02-07,0311,Terra,MODIS,46,6.2,293.8,6.5,D,2
-6.8668,107.5002,312.8,1,1,2010-02-07,0311,Terra,MODIS,39,6.2,293.2,4.7,D,0
-6.1327,107.0321,314.9,1.1,1,2010-02-07,0311,Terra,MODIS,57,6.2,295.1,6,D,0
-7.0549,107.7467,315.2,2.1,1.4,2010-02-07,0606,Aqua,MODIS,61,6.2,291.2,21,D,2
-7.6232,112.8136,319.7,1,1,2010-02-07,0606,Aqua,MODIS,72,6.2,297.6,8.4,D,0
-7.0532,107.7395,315.5,2.1,1.4,2010-02-07,0606,Aqua,MODIS,44,6.2,292.2,21.7,D,2
-8.1139,112.929,324.2,1.1,1,2010-02-09,0259,Terra,MODIS,0,6.2,293,22.6,D,1
-7.457,110.9575,313.3,1,1,2010-02-09,0259,Terra,MODIS,58,6.2,296,5.5,D,0
-7.6189,112.8151,315.9,1,1,2010-02-09,0259,Terra,MODIS,62,6.2,297,6.5,D,0
-7.5637,112.6192,316.7,1,1,2010-02-09,0259,Terra,MODIS,66,6.2,298.6,8.2,D,0
-7.1094,111.9677,316.2,1,1,2010-02-09,0259,Terra,MODIS,63,6.2,296.8,7.5,D,2
-7.568,112.613,316.6,1.5,1.2,2010-02-09,0554,Aqua,MODIS,61,6.2,297.9,13.4,D,0
-7.0476,107.7451,313.1,2.4,1.5,2010-02-10,0342,Terra,MODIS,57,6.2,291.2,24.5,D,2
-6.0845,106.7054,315.5,1.9,1.4,2010-02-10,0342,Terra,MODIS,13,6.2,289.2,17.5,D,0
-7.0544,107.7452,322.7,1.1,1,2010-02-10,0637,Aqua,MODIS,50,6.2,300.3,11.1,D,2
-8.112,112.9203,315.5,1.1,1,2010-02-11,0247,Terra,MODIS,0,6.2,290.8,11.6,D,1
-6.9775,107.615,315.6,1.4,1.2,2010-02-12,0330,Terra,MODIS,57,6.2,294.4,9.2,D,2
-7.0474,107.7332,312.3,1.4,1.2,2010-02-12,0330,Terra,MODIS,45,6.2,294.5,9.3,D,0
-7.0492,107.7459,318.3,1.4,1.2,2010-02-12,0330,Terra,MODIS,73,6.2,295.8,17.9,D,2
-7.051,107.7586,314.9,1.4,1.2,2010-02-12,0330,Terra,MODIS,64,6.2,296.2,13.1,D,2
-7.7093,114.0033,318.5,1.6,1.3,2010-02-12,0624,Aqua,MODIS,39,6.2,295.6,14.4,D,0
-7.8146,109.7467,316.9,1,1,2010-02-12,0625,Aqua,MODIS,22,6.2,296.5,8.4,D,3
-7.0998,111.9698,301.9,1.2,1.1,2010-02-13,1755,Aqua,MODIS,46,6.2,287,3.8,N,0
-8.1085,112.9266,300.2,1.1,1,2010-02-13,1755,Aqua,MODIS,20,6.2,268.7,9.6,N,1
-6.8924,107.5012,308.4,1,1,2010-02-14,0317,Terra,MODIS,43,6.2,286.2,4.6,D,0
-6.134,106.2879,317.3,2,1.4,2010-02-14,0613,Aqua,MODIS,68,6.2,291.9,23.8,D,0
-6.9698,110.2672,316,1,1,2010-02-16,0305,Terra,MODIS,51,6.2,294.8,7.1,D,0
-6.7123,111.3352,311.9,2.4,1.5,2010-02-17,0643,Aqua,MODIS,41,6.2,291.4,21.2,D,0
-7.3901,109.3663,316.9,1.4,1.2,2010-02-18,0253,Terra,MODIS,62,6.2,296.2,10.4,D,0
-7.3891,112.757,319.9,1,1,2010-02-18,0253,Terra,MODIS,41,6.2,296.7,7.4,D,0
-7.7177,113.5784,314.3,1.7,1.3,2010-02-18,0548,Aqua,MODIS,0,6.2,296,13.3,D,0
-8.1143,112.9242,314.2,1,1,2010-02-20,1458,Terra,MODIS,89,6.2,280.6,16.5,N,1
-7.1087,111.9707,302.7,1,1,2010-02-20,1801,Aqua,MODIS,51,6.2,288.1,4.1,N,2
-8.1063,112.9275,302.3,1,1,2010-02-20,1801,Aqua,MODIS,48,6.2,271.2,8.3,N,1
-6.1287,106.2892,315.1,1,1,2010-02-21,0323,Terra,MODIS,37,6.2,297.5,6.3,D,0
-6.1378,106.2879,312.1,1,1,2010-02-21,0323,Terra,MODIS,14,6.2,295,3.7,D,0
-6.0033,106.0002,318,1,1,2010-02-21,0323,Terra,MODIS,38,6.2,300.5,7.2,D,0
-6.3607,107.2741,321.2,1.3,1.1,2010-02-21,0619,Aqua,MODIS,70,6.2,297.3,15.7,D,0
-6.1382,106.29,316.4,1.5,1.2,2010-02-21,0619,Aqua,MODIS,54,6.2,298.4,12.3,D,0
-6.3591,107.2857,319.7,1.3,1.1,2010-02-21,0619,Aqua,MODIS,65,6.2,297.2,13.1,D,0
-6.8651,107.4947,316.3,1,1,2010-02-23,0311,Terra,MODIS,43,6.2,296.2,6.3,D,0
-6.9749,107.6132,320.2,1,1,2010-02-23,0311,Terra,MODIS,44,6.2,297.1,6.8,D,2
-7.05,107.7457,320.7,1,1,2010-02-23,0311,Terra,MODIS,56,6.2,296.8,10.8,D,2
-7.1061,111.9769,300.9,2.3,1.5,2010-02-23,1831,Aqua,MODIS,35,6.2,284.9,12.1,N,2
-6.2846,107.1273,319.1,2.1,1.4,2010-02-26,0342,Terra,MODIS,40,6.2,295.8,21.2,D,0
-6.3413,106.6863,314.5,2,1.4,2010-02-26,0342,Terra,MODIS,43,6.2,292.4,14,D,0
-6.1383,106.2816,318.1,1,1,2010-02-26,0637,Aqua,MODIS,60,6.2,295.5,6.5,D,0
-6.137,106.2906,318.4,1,1,2010-02-26,0637,Aqua,MODIS,52,6.2,296.2,7.1,D,0
-6.1703,106.3139,317.8,1,1,2010-02-26,0637,Aqua,MODIS,24,6.2,296.5,6.2,D,0
-6.3619,107.2761,322.3,1.1,1,2010-02-26,0637,Aqua,MODIS,44,6.2,301.8,8.7,D,0
-8.1219,112.9325,317.4,1.1,1,2010-02-27,0247,Terra,MODIS,44,6.2,287.7,11.3,D,2
-8.1116,112.9259,317.6,1.1,1,2010-02-27,0247,Terra,MODIS,50,6.2,288,11.3,D,1
-6.9603,107.7935,305,1.4,1.2,2010-02-28,0330,Terra,MODIS,39,6.2,276.4,7.7,D,0
-7.6709,109.6545,310.1,1,1,2010-02-28,0624,Aqua,MODIS,24,6.2,285.7,3.4,D,0
-7.5651,112.6152,312.6,2,1.4,2010-03-02,0317,Terra,MODIS,54,6.2,295.7,15.2,D,0
-6.9014,107.5505,323.1,1,1,2010-03-02,0317,Terra,MODIS,34,6.2,300.1,8.1,D,0
-6.0093,106.0053,318.9,1,1,2010-03-02,0317,Terra,MODIS,47,6.2,298.7,6.6,D,0
-6.0079,105.996,318.8,1,1,2010-03-02,0317,Terra,MODIS,28,6.2,298.5,6,D,0
-6.9545,107.7869,320.4,1,1,2010-03-02,0317,Terra,MODIS,41,6.2,302.1,10.8,D,0
-7.0034,107.7428,315.2,1,1,2010-03-02,0317,Terra,MODIS,65,6.2,297.8,8.6,D,0
-6.3559,107.2841,319.3,1,1,2010-03-02,0317,Terra,MODIS,63,6.2,296.9,8,D,0
-7.0501,107.7483,321.3,1,1,2010-03-02,0317,Terra,MODIS,68,6.2,298.9,11.7,D,2
-6.9032,107.4982,313.8,1,1,2010-03-02,0317,Terra,MODIS,54,6.2,298.4,6.3,D,0
-6.8934,107.4964,317,1,1,2010-03-02,0317,Terra,MODIS,30,6.2,299.1,7.3,D,0
-6.4206,107.4122,317,1,1,2010-03-02,0317,Terra,MODIS,64,6.2,296,7.3,D,0
-7.0487,107.7392,316.4,1,1,2010-03-02,0317,Terra,MODIS,44,6.2,298,7.5,D,2
-6.8664,107.5002,321.5,1,1,2010-03-02,0317,Terra,MODIS,74,6.2,298.8,10.8,D,0
-6.0857,106.7035,323.2,1,1,2010-03-02,0317,Terra,MODIS,27,6.2,299.9,8.5,D,0
-6.9667,107.6183,324.4,1,1,2010-03-02,0317,Terra,MODIS,47,6.2,300.1,9.8,D,2
-7.0129,107.7401,313.4,1.6,1.2,2010-03-02,0612,Aqua,MODIS,46,6.2,296.4,10.6,D,0
-7.5665,112.6091,320.9,1,1,2010-03-02,0612,Aqua,MODIS,61,6.2,301.7,9.5,D,0
-7.0306,112.7515,314.9,1,1,2010-03-02,0612,Aqua,MODIS,43,6.2,295.5,5.5,D,0
-7.0572,107.7464,319.4,1.6,1.2,2010-03-02,0612,Aqua,MODIS,61,6.2,297.4,18.3,D,2
-6.3409,106.6706,315.5,1.9,1.3,2010-03-02,0613,Aqua,MODIS,44,6.2,291.3,13.7,D,0
-7.0535,107.7488,316.1,1.1,1.1,2010-03-04,0305,Terra,MODIS,42,6.2,296.6,7.9,D,2
-6.9581,107.7907,317.2,1.1,1.1,2010-03-04,0305,Terra,MODIS,48,6.2,298.3,8.5,D,0
-6.0072,105.9972,315.5,1.5,1.2,2010-03-04,0305,Terra,MODIS,44,6.2,289.6,10.6,D,0
-7.689,110.8245,316.5,1,1,2010-03-04,0305,Terra,MODIS,69,6.2,297.3,7.5,D,0
-6.9718,110.255,315.5,1.7,1.3,2010-03-04,0600,Aqua,MODIS,58,6.2,296.2,13.2,D,0
-6.3562,107.2819,314.5,1.7,1.3,2010-03-07,0336,Terra,MODIS,30,6.2,294.8,9.2,D,0
-6.8649,107.4984,316.4,1.8,1.3,2010-03-07,0336,Terra,MODIS,66,6.2,295.4,15.1,D,0
-6.9677,107.8143,312,1.9,1.3,2010-03-07,0336,Terra,MODIS,36,6.2,294.4,13.1,D,0
-6.976,107.6132,315.3,1.8,1.3,2010-03-07,0336,Terra,MODIS,41,6.2,293.3,13.2,D,2
-6.9281,107.702,314.6,1.8,1.3,2010-03-07,0336,Terra,MODIS,28,6.2,294.6,13,D,0
-7.0523,107.7635,312.6,1.9,1.3,2010-03-07,0336,Terra,MODIS,51,6.2,295.6,13.5,D,0
-6.8691,107.5041,315.9,1.8,1.3,2010-03-07,0336,Terra,MODIS,40,6.2,295,13.3,D,0
-7.05,107.7469,318.5,1.8,1.3,2010-03-07,0336,Terra,MODIS,73,6.2,295.4,25.5,D,2
-7.05,107.7422,324.2,1,1,2010-03-07,0631,Aqua,MODIS,51,6.2,301.7,10.2,D,2
-6.1669,106.3211,316.9,1,1,2010-03-07,0631,Aqua,MODIS,32,6.2,297.6,5.5,D,0
-6.9778,107.6071,328.6,1,1,2010-03-07,0631,Aqua,MODIS,56,6.2,301,13.1,D,0
-6.5498,108.0893,318.9,1,1,2010-03-07,0631,Aqua,MODIS,67,6.2,297.9,8.6,D,0
-6.3856,108.3934,320.8,1,1,2010-03-07,0631,Aqua,MODIS,50,6.2,301.5,9.7,D,0
-6.1344,106.2881,321,1,1,2010-03-07,0631,Aqua,MODIS,63,6.2,299.3,9,D,0
-8.1135,112.9207,317.3,1,1,2010-03-11,0606,Aqua,MODIS,52,6.2,290.4,13.6,D,1
-7.7912,112.0134,320.1,1,1,2010-03-13,0259,Terra,MODIS,28,6.2,301.2,8.4,D,0
-7.7675,112.7364,313.7,1,1,2010-03-13,0259,Terra,MODIS,59,6.2,297.9,5.8,D,0
-7.566,112.6159,317.8,1,1,2010-03-13,0259,Terra,MODIS,43,6.2,301.6,8,D,0
-7.2245,110.4312,314.8,1,1,2010-03-13,0259,Terra,MODIS,59,6.2,298.7,6.5,D,0
-6.9702,110.267,317.7,1.1,1,2010-03-13,0259,Terra,MODIS,48,6.2,300.1,7.8,D,0
-8.2344,113.0486,317,1.1,1,2010-03-13,0259,Terra,MODIS,63,6.2,301.2,10.1,D,0
-8.1128,112.9234,300.6,1.3,1.1,2010-03-13,1516,Terra,MODIS,30,6.2,278.8,10.3,N,1
-6.0051,106.0006,308.4,1.2,1.1,2010-03-13,1819,Aqua,MODIS,74,6.2,291,8.3,N,0
-7.102,111.9727,302.7,1.3,1.1,2010-03-13,1819,Aqua,MODIS,51,6.2,291.6,4.8,N,0
-6.1303,107.0327,306.8,1.1,1,2010-03-13,1819,Aqua,MODIS,69,6.2,293.6,5.8,N,0
-6.0069,106.0047,305.2,1.2,1.1,2010-03-13,1819,Aqua,MODIS,53,6.2,291,5.9,N,0
-6.9762,107.6184,314.3,2.4,1.5,2010-03-14,0342,Terra,MODIS,52,6.2,291.2,23.1,D,2
-6.1335,106.285,322.1,1,1,2010-03-14,0637,Aqua,MODIS,55,6.2,301.1,8.3,D,0
-6.1425,106.2863,321.4,1,1,2010-03-14,0637,Aqua,MODIS,47,6.2,301.2,7.9,D,0
-7.8076,112.0254,316.7,1.2,1.1,2010-03-15,0247,Terra,MODIS,41,6.2,294.5,8.3,D,0
-7.5694,112.6119,313.3,2.7,1.6,2010-03-15,0541,Aqua,MODIS,29,6.2,294.3,23.6,D,0
-7.0537,107.7478,319.1,1,1,2010-03-18,0317,Terra,MODIS,54,6.2,297.7,9.5,D,2
-7.0068,107.742,315.1,1,1,2010-03-18,0317,Terra,MODIS,67,6.2,295.9,8.5,D,0
-6.958,107.7861,318.8,1,1,2010-03-18,0317,Terra,MODIS,50,6.2,298.8,10,D,0
-6.9593,107.7952,319.3,1,1,2010-03-18,0317,Terra,MODIS,53,6.2,299.3,10.6,D,0
-6.9702,107.6175,323.9,1,1,2010-03-18,0317,Terra,MODIS,49,6.2,298.6,10.9,D,2
-6.1502,106.8047,331.6,1,1,2010-03-18,0317,Terra,MODIS,83,6.2,295.8,20.8,D,0
-6.1882,106.5631,325.8,1,1,2010-03-18,0317,Terra,MODIS,77,6.2,299.6,11.7,D,0
-6.0877,106.7045,323.4,1.8,1.3,2010-03-18,0613,Aqua,MODIS,45,6.2,294.8,24.4,D,0
-6.1492,106.9329,317.3,1.8,1.3,2010-03-18,0613,Aqua,MODIS,28,6.2,294.9,14.1,D,0
-8.1108,112.9255,309.9,1.3,1.1,2010-03-20,0305,Terra,MODIS,46,6.2,290.4,10.1,D,1
-7.7145,113.5894,312.9,1.4,1.2,2010-03-20,0305,Terra,MODIS,0,6.2,294.7,9.3,D,0
-7.5663,112.6137,312.8,1.2,1.1,2010-03-20,0305,Terra,MODIS,39,6.2,292.6,6.2,D,0
-7.7679,112.7387,311.8,1.2,1.1,2010-03-20,0305,Terra,MODIS,55,6.2,295.9,5.9,D,0
-7.2228,110.4299,317.4,1,1,2010-03-20,0305,Terra,MODIS,64,6.2,297.2,9.3,D,0
-7.624,112.8093,318.4,1.2,1.1,2010-03-20,0600,Aqua,MODIS,60,6.2,298.7,7.9,D,0
-6.0092,106.0043,304.7,1,1,2010-03-20,1825,Aqua,MODIS,46,6.2,287.3,5.4,N,0
-6.0078,105.995,303.5,1,1,2010-03-20,1825,Aqua,MODIS,37,6.2,286.9,4.5,N,0
-7.0538,107.75,315.7,1.3,1.1,2010-03-21,0643,Aqua,MODIS,50,6.2,292.8,8.4,D,2
-6.9714,107.6102,320.4,1.8,1.3,2010-03-23,0336,Terra,MODIS,37,6.2,296.5,18.8,D,2
-6.3561,107.2843,317,1.7,1.3,2010-03-23,0336,Terra,MODIS,60,6.2,295.9,14.4,D,0
-7.0505,107.749,317.6,1.8,1.3,2010-03-23,0336,Terra,MODIS,73,6.2,295.7,22.2,D,2
-8.3981,113.3913,311.1,1.8,1.3,2010-03-23,0630,Aqua,MODIS,21,6.2,297.9,13,D,3
-6.0838,106.7027,323.7,1,1,2010-03-23,0631,Aqua,MODIS,17,6.2,299.6,7.3,D,0
-6.3282,107.118,321.8,1.1,1,2010-03-25,0323,Terra,MODIS,28,6.2,301.9,10.2,D,0
-6.3516,107.2813,317.7,1.1,1,2010-03-25,0323,Terra,MODIS,55,6.2,299.9,7.7,D,0
-6.9707,107.6194,323.6,1.1,1.1,2010-03-25,0324,Terra,MODIS,47,6.2,302.5,10.5,D,2
-7.0469,107.7441,319.9,1.1,1.1,2010-03-25,0324,Terra,MODIS,38,6.2,301.2,9.5,D,2
-6.9681,107.8077,316,1.2,1.1,2010-03-25,0324,Terra,MODIS,66,6.2,300,9.8,D,0
-7.0086,107.7495,313.9,1.1,1.1,2010-03-25,0324,Terra,MODIS,41,6.2,300.1,7.2,D,2
-7.0072,107.7392,313.4,1.1,1.1,2010-03-25,0324,Terra,MODIS,35,6.2,299.4,6.5,D,0
-7.0502,107.7377,316.4,1.1,1.1,2010-03-25,0324,Terra,MODIS,41,6.2,300.7,7.8,D,2
-7.0516,107.748,320.2,1.1,1.1,2010-03-25,0324,Terra,MODIS,74,6.2,301.1,12,D,2
-7.0553,107.7495,321.2,1.3,1.1,2010-03-25,0618,Aqua,MODIS,34,6.2,303.8,11.6,D,2
-6.9588,107.7876,318.9,1.2,1.1,2010-03-25,0618,Aqua,MODIS,33,6.2,302.2,13.9,D,0
-6.9714,110.2643,320.1,1,1,2010-03-25,0618,Aqua,MODIS,54,6.2,299,9.4,D,0
-6.9102,107.544,324.7,1.3,1.1,2010-03-25,0618,Aqua,MODIS,57,6.2,300.4,16.8,D,0
-8.2345,113.0469,321.2,1,1,2010-03-27,0605,Aqua,MODIS,67,6.2,301.2,12.5,D,0
-8.1994,113.0327,317,1,1,2010-03-27,0605,Aqua,MODIS,31,6.2,299.1,9.1,D,0
-7.109,111.9656,313.7,1.1,1,2010-03-27,0606,Aqua,MODIS,45,6.2,296,7.5,D,2
-8.1144,112.926,315.7,1.1,1,2010-03-29,0259,Terra,MODIS,0,6.2,289.4,12.4,D,1
-6.8703,107.5005,316.5,1.4,1.2,2010-04-01,0330,Terra,MODIS,53,6.2,297.2,9.8,D,0
-6.963,107.8125,312.7,1.4,1.2,2010-04-01,0330,Terra,MODIS,27,6.2,296.1,9.1,D,0
-6.9612,107.7998,314.1,1.4,1.2,2010-04-01,0330,Terra,MODIS,51,6.2,296.7,11,D,0
-6.9058,107.5518,322.6,1.4,1.2,2010-04-01,0330,Terra,MODIS,23,6.2,298.3,13.6,D,0
-6.9595,107.787,315,1.4,1.2,2010-04-01,0330,Terra,MODIS,34,6.2,297.8,11.5,D,0
-7.007,107.7417,311.6,1.4,1.2,2010-04-01,0330,Terra,MODIS,57,6.2,295.6,9,D,0
-7.0452,107.7429,313.9,1.4,1.2,2010-04-01,0330,Terra,MODIS,61,6.2,296.2,9.2,D,0
-6.9682,107.6191,320.1,1.4,1.2,2010-04-01,0330,Terra,MODIS,29,6.2,297.9,12.3,D,2
-6.4213,107.4101,319.1,1.1,1,2010-04-01,0624,Aqua,MODIS,68,6.2,298.7,8.5,D,0
-6.8694,107.4967,316.7,1.1,1,2010-04-01,0624,Aqua,MODIS,38,6.2,297.1,6.2,D,0
-7.0091,107.7432,316.4,1.1,1,2010-04-01,0624,Aqua,MODIS,52,6.2,298.2,7.2,D,2
-7.2258,110.4299,316.7,1.3,1.1,2010-04-03,0317,Terra,MODIS,72,6.2,296.1,13.8,D,0
-6.0438,105.9347,313.6,1.6,1.3,2010-04-04,0655,Aqua,MODIS,35,6.2,292.7,7.9,D,0
-7.5643,112.6171,316.6,1.2,1.1,2010-04-05,0305,Terra,MODIS,64,6.2,295.3,9.8,D,0
-6.9716,107.6143,318.6,1.2,1.1,2010-04-05,0305,Terra,MODIS,41,6.2,297.7,8.6,D,2
-7.5551,110.8889,317.8,1,1,2010-04-05,0305,Terra,MODIS,64,6.2,296.8,7,D,0
-7.0515,107.7512,317.2,1.2,1.1,2010-04-05,0305,Terra,MODIS,67,6.2,297.6,8.1,D,2
-6.9593,110.4652,319.5,1,1,2010-04-05,0305,Terra,MODIS,33,6.2,297.5,6.5,D,0
-7.4544,110.9534,316.2,1,1,2010-04-05,0305,Terra,MODIS,65,6.2,296.3,5.2,D,0
-7.1056,111.9715,304.2,1.7,1.3,2010-04-05,1825,Aqua,MODIS,59,6.2,290.3,8.7,N,2
-6.1331,107.0335,304.7,1,1,2010-04-05,1825,Aqua,MODIS,55,6.2,292.7,4.1,N,0
-6.9764,107.6103,313.2,1,1,2010-04-08,0630,Aqua,MODIS,42,6.2,290.5,4.4,D,2
-6.4726,106.3545,314.7,1,1,2010-04-08,0631,Aqua,MODIS,60,6.2,283.2,9.2,D,0
-7.3881,109.366,305,1.4,1.2,2010-04-10,0324,Terra,MODIS,0,6.2,272.8,4.7,D,0
-6.3099,107.0814,320.1,1.1,1,2010-04-12,0311,Terra,MODIS,33,6.2,303,8.3,D,0
-6.9068,107.5494,321.9,1,1,2010-04-12,0311,Terra,MODIS,31,6.2,301.2,7.2,D,0
-7.0563,107.7488,316.1,1,1,2010-04-12,0311,Terra,MODIS,67,6.2,300.9,6.8,D,2
-7.0468,107.747,317.8,1,1,2010-04-12,0311,Terra,MODIS,45,6.2,300.5,7.1,D,2
-6.9721,107.6178,320.5,1,1,2010-04-12,0311,Terra,MODIS,55,6.2,301.5,7.1,D,2
-6.9644,107.812,314.7,1,1,2010-04-12,0311,Terra,MODIS,32,6.2,299.7,6,D,0
-7.2289,110.4331,311.5,1.1,1,2010-04-12,0311,Terra,MODIS,55,6.2,294.8,5.5,D,0
-7.0093,107.7432,314,1,1,2010-04-12,0311,Terra,MODIS,57,6.2,299.6,5.8,D,2
-6.9287,107.6961,317.5,1,1,2010-04-12,0311,Terra,MODIS,52,6.2,300.9,5.2,D,0
-7.2275,110.4232,311.6,1.1,1,2010-04-12,0311,Terra,MODIS,56,6.2,295.2,5.5,D,0
-6.9729,110.2606,315.4,1.4,1.2,2010-04-12,0606,Aqua,MODIS,51,6.2,293.6,11.7,D,0
-7.1044,111.9765,304.7,1.3,1.1,2010-04-14,1818,Aqua,MODIS,61,6.2,290.8,6.7,N,2
-7.0536,107.7448,320.8,1.1,1,2010-04-15,0636,Aqua,MODIS,51,6.2,300.3,8.3,D,2
-7.1022,111.9759,306.1,1,1,2010-04-16,1806,Aqua,MODIS,49,6.2,288.6,6.9,N,0
-6.3626,107.2789,312.9,1.3,1.1,2010-04-17,0329,Terra,MODIS,30,6.2,291.3,7,D,0
-6.9708,107.6176,317.1,1.4,1.2,2010-04-17,0330,Terra,MODIS,34,6.2,291.2,11,D,2
-6.3602,107.2773,315.4,1.1,1,2010-04-17,0624,Aqua,MODIS,57,6.2,288.7,7.2,D,0
-7.1149,111.9652,315.3,1.2,1.1,2010-04-17,0624,Aqua,MODIS,59,6.2,295.6,7.4,D,2
-7.0072,107.7441,315.1,1,1,2010-04-19,0317,Terra,MODIS,70,6.2,296.4,7.7,D,2
-6.9593,107.7945,313.8,1,1,2010-04-19,0317,Terra,MODIS,41,6.2,292.2,6.9,D,0
-6.9885,106.5565,313.6,1,1,2010-04-19,0317,Terra,MODIS,42,6.2,297.5,6.5,D,0
-6.0802,106.705,322.5,1,1,2010-04-19,0317,Terra,MODIS,39,6.2,296.8,9.6,D,0
-6.9684,110.2626,316.1,1.1,1.1,2010-04-19,0612,Aqua,MODIS,52,6.2,296.8,7.2,D,0
-6.9699,110.2646,315.8,1,1,2010-04-21,0305,Terra,MODIS,47,6.2,295,5.9,D,0
-7.108,111.9732,311.3,1.1,1,2010-04-21,0305,Terra,MODIS,64,6.2,287,7,D,2
-7.0542,107.7498,316.5,1.2,1.1,2010-04-21,0305,Terra,MODIS,43,6.2,299.8,6.8,D,2
